brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,clean_title_missing,vehicle_age,milage_bin,brand_model,log_price,model_year_milage,brand_model_year,brand_milage,fuel_type_milage,brand_clean_title_missing,fuel_type_clean_title_missing,accident_clean_title_missing,brand_fuel_type,accident_clean_title
RAM,2500 Big Horn,2016,95115,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43640,0,8,50k-100k,RAM_2500 Big Horn,10.683729439947006,191751840,RAM_2016,RAM_95115,Diesel_95115,RAM_0,Diesel_0,None reported_0,RAM_Diesel,None reported_Yes
Lotus,Elise Base,2005,25250,Gasoline,190.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,No,Unknown,44000,1,19,<50k,Lotus_Elise Base,10.691944912900398,50626250,Lotus_2005,Lotus_25250,Gasoline_25250,Lotus_1,Gasoline_1,No_1,Lotus_Gasoline,No_Unknown
Chevrolet,Corvette Base,2007,20200,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,27500,0,17,<50k,Chevrolet_Corvette Base,10.221941283654663,40541400,Chevrolet_2007,Chevrolet_20200,Gasoline_20200,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Audi,allroad 2.0T Prestige,2013,104457,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17900,0,11,100k-150k,Audi_allroad 2.0T Prestige,9.792555991828847,210271941,Audi_2013,Audi_104457,Gasoline_104457,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
McLaren,570S Spider,2018,8984,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Vega Blue,Black,None reported,Unknown,171900,1,6,<50k,McLaren_570S Spider,12.05466819137094,18129712,McLaren_2018,McLaren_8984,Gasoline_8984,McLaren_1,Gasoline_1,None reported_1,McLaren_Gasoline,None reported_Unknown
Chevrolet,Express 2500 Work Van,2017,76000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,41400,0,7,50k-100k,Chevrolet_Express 2500 Work Van,10.631036159813405,153292000,Chevrolet_2017,Chevrolet_76000,Gasoline_76000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Traverse High Country,2020,56247,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,39244,0,4,50k-100k,Chevrolet_Traverse High Country,10.577553845283282,113618940,Chevrolet_2020,Chevrolet_56247,Gasoline_56247,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Jeep,Wrangler S,1994,50750,–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000,0,30,50k-100k,Jeep_Wrangler S,9.615805480084347,101195500,Jeep_1994,Jeep_50750,–_50750,Jeep_0,–_0,None reported_0,Jeep_–,None reported_Yes
Acura,ILX Technology Plus Package,2016,61000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000,0,8,50k-100k,Acura_ILX Technology Plus Package,9.95227771670556,122976000,Acura_2016,Acura_61000,Gasoline_61000,Acura_0,Gasoline_0,At least 1 accident or damage reported_0,Acura_Gasoline,At least 1 accident or damage reported_Yes
Chevrolet,Camaro 1LT,2019,9111,Gasoline,3.6L V6 GDI DOHC,8-Speed Automatic,Summit White,Jet Black,None reported,Unknown,27599,1,5,<50k,Chevrolet_Camaro 1LT,10.225534819164793,18395109,Chevrolet_2019,Chevrolet_9111,Gasoline_9111,Chevrolet_1,Gasoline_1,None reported_1,Chevrolet_Gasoline,None reported_Unknown
Lexus,ES 350 Base,2015,100900,Gasoline,3.5 Liter,Automatic,Matador Red Mica,Parchment,None reported,Unknown,21998,1,9,100k-150k,Lexus_ES 350 Base,9.998706819117062,203313500,Lexus_2015,Lexus_100900,Gasoline_100900,Lexus_1,Gasoline_1,None reported_1,Lexus_Gasoline,None reported_Unknown
Ford,F-150 XLT,2021,24207,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,43430,0,3,<50k,Ford_F-150 XLT,10.678905725528868,48922347,Ford_2021,Ford_24207,Gasoline_24207,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Tesla,Model Y Long Range,2022,9411,Gasoline,Dual Motor - Standard,Automatic,Silver,Black,None reported,Unknown,47998,1,2,<50k,Tesla_Model Y Long Range,10.778914622355282,19029042,Tesla_2022,Tesla_9411,Gasoline_9411,Tesla_1,Gasoline_1,None reported_1,Tesla_Gasoline,None reported_Unknown
Chevrolet,Corvette Z06,2006,21000,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,47500,0,18,<50k,Chevrolet_Corvette Z06,10.768484990022733,42126000,Chevrolet_2006,Chevrolet_21000,Gasoline_21000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Cadillac,CTS 3.6L Premium Luxury,2019,136150,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500,0,5,100k-150k,Cadillac_CTS 3.6L Premium Luxury,10.021270588192511,274886850,Cadillac_2019,Cadillac_136150,Gasoline_136150,Cadillac_0,Gasoline_0,At least 1 accident or damage reported_0,Cadillac_Gasoline,At least 1 accident or damage reported_Yes
BMW,M3 Base,2009,78414,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28750,0,15,50k-100k,BMW_M3 Base,10.266393046225497,157533726,BMW_2009,BMW_78414,Gasoline_78414,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Mazda,Mazda3 FWD w/Preferred Package,2019,60800,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,19900,0,5,50k-100k,Mazda_Mazda3 FWD w/Preferred Package,9.898475010712584,122755200,Mazda_2019,Mazda_60800,Gasoline_60800,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
Ford,Maverick XLT,2022,16400,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,34000,0,2,<50k,Ford_Maverick XLT,10.4341158035983,33160800,Ford_2022,Ford_16400,Hybrid_16400,Ford_0,Hybrid_0,None reported_0,Ford_Hybrid,None reported_Yes
Toyota,Highlander Hybrid Limited,2018,62200,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Brown,Beige,None reported,Yes,35707,0,6,50k-100k,Toyota_Highlander Hybrid Limited,10.48310202697824,125519600,Toyota_2018,Toyota_62200,Hybrid_62200,Toyota_0,Hybrid_0,None reported_0,Toyota_Hybrid,None reported_Yes
BMW,X6 xDrive40i,2021,72903,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,Unknown,53998,1,3,50k-100k,BMW_X6 xDrive40i,10.896702287823487,147336963,BMW_2021,BMW_72903,Hybrid_72903,BMW_1,Hybrid_1,At least 1 accident or damage reported_1,BMW_Hybrid,At least 1 accident or damage reported_Unknown
Lincoln,Town Car Signature,2003,142215,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000,0,21,100k-150k,Lincoln_Town Car Signature,8.517193191416238,284856645,Lincoln_2003,Lincoln_142215,Gasoline_142215,Lincoln_0,Gasoline_0,None reported_0,Lincoln_Gasoline,None reported_Yes
Mercedes-Benz,SL-Class SL550 Roadster,2007,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8000,0,17,100k-150k,Mercedes-Benz_SL-Class SL550 Roadster,8.987196820661973,301050000,Mercedes-Benz_2007,Mercedes-Benz_150000,Gasoline_150000,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Ford,Mustang GT,1998,49170,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12500,0,26,<50k,Ford_Mustang GT,9.433483923290392,98241660,Ford_1998,Ford_49170,Gasoline_49170,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Chevrolet,Suburban 1500 LT,2015,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,18000,0,9,150k-200k,Chevrolet_Suburban 1500 LT,9.798127036878302,337512500,Chevrolet_2015,Chevrolet_167500,Gasoline_167500,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Ford,Fusion SE,2016,110450,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Brown,None reported,Yes,11000,0,8,100k-150k,Ford_Fusion SE,9.305650551780507,222667200,Ford_2016,Ford_110450,Gasoline_110450,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Audi,S4 3.0T Premium Plus,2014,106000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000,0,10,100k-150k,Audi_S4 3.0T Premium Plus,10.043249494911286,213484000,Audi_2014,Audi_106000,Gasoline_106000,Audi_0,Gasoline_0,At least 1 accident or damage reported_0,Audi_Gasoline,At least 1 accident or damage reported_Yes
Chevrolet,Suburban Premier,2017,92728,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,34900,0,7,50k-100k,Chevrolet_Suburban Premier,10.460242108190519,187032376,Chevrolet_2017,Chevrolet_92728,Gasoline_92728,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Ford,Bronco Big Bend,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,44000,0,2,<50k,Ford_Bronco Big Bend,10.691944912900398,34374000,Ford_2022,Ford_17000,Gasoline_17000,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Ford,F-250 XL,2016,75200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000,0,8,50k-100k,Ford_F-250 XL,9.998797732340453,151603200,Ford_2016,Ford_75200,E85 Flex Fuel_75200,Ford_0,E85 Flex Fuel_0,None reported_0,Ford_E85 Flex Fuel,None reported_Yes
Dodge,Challenger SRT Hellcat,2015,1800,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,64990,0,9,<50k,Dodge_Challenger SRT Hellcat,11.081988690888394,3627000,Dodge_2015,Dodge_1800,Gasoline_1800,Dodge_0,Gasoline_0,None reported_0,Dodge_Gasoline,None reported_Yes
Toyota,Tacoma TRD Sport,2019,36283,Gasoline,3.5 Liter,Automatic,Barcelona Red,Black,None reported,Unknown,39598,1,5,<50k,Toyota_Tacoma TRD Sport,10.586533890916645,73255377,Toyota_2019,Toyota_36283,Gasoline_36283,Toyota_1,Gasoline_1,None reported_1,Toyota_Gasoline,None reported_Unknown
Audi,Q5 S line Premium Plus,2023,6682,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Rock Gray,None reported,Unknown,47798,1,1,<50k,Audi_Q5 S line Premium Plus,10.774739076600005,13517686,Audi_2023,Audi_6682,Hybrid_6682,Audi_1,Hybrid_1,None reported_1,Audi_Hybrid,None reported_Unknown
Jeep,Wrangler Sport,2018,23399,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Unknown,28999,1,6,<50k,Jeep_Wrangler Sport,10.275016625615446,47219182,Jeep_2018,Jeep_23399,Gasoline_23399,Jeep_1,Gasoline_1,None reported_1,Jeep_Gasoline,None reported_Unknown
Genesis,G80 3.8,2017,29720,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,29500,0,7,<50k,Genesis_G80 3.8,10.292145542327912,59945240,Genesis_2017,Genesis_29720,Gasoline_29720,Genesis_0,Gasoline_0,None reported_0,Genesis_Gasoline,None reported_Yes
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44850,0,15,50k-100k,Mercedes-Benz_SL-Class SL63 AMG Roadster,10.711078867486941,112504000,Mercedes-Benz_2009,Mercedes-Benz_56000,Gasoline_56000,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Lexus,LX 570 Three-Row,2020,59419,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,73000,0,4,50k-100k,Lexus_LX 570 Three-Row,11.198214720130528,120026380,Lexus_2020,Lexus_59419,Gasoline_59419,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
Kia,Stinger GT2,2018,69100,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,32500,0,6,50k-100k,Kia_Stinger GT2,10.388995368317829,139443800,Kia_2018,Kia_69100,Gasoline_69100,Kia_0,Gasoline_0,None reported_0,Kia_Gasoline,None reported_Yes
Nissan,GT-R Premium,2021,22185,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,Bayside Blue,Gray,None reported,Yes,131999,0,3,<50k,Nissan_GT-R Premium,11.790549625782235,44835885,Nissan_2021,Nissan_22185,Gasoline_22185,Nissan_0,Gasoline_0,None reported_0,Nissan_Gasoline,None reported_Yes
Chevrolet,Trailblazer SS,2008,29586,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,47900,0,16,<50k,Chevrolet_Trailblazer SS,10.776870783399007,59408688,Chevrolet_2008,Chevrolet_29586,Gasoline_29586,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Silverado 2500 WT,2021,63866,Gasoline,6.6L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,41885,0,3,50k-100k,Chevrolet_Silverado 2500 WT,10.64268304658791,129073186,Chevrolet_2021,Chevrolet_63866,Gasoline_63866,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Cocoa / Dune,No,Unknown,29748,1,8,100k-150k,Chevrolet_Suburban LTZ,10.30051718182319,273135744,Chevrolet_2016,Chevrolet_135484,Gasoline_135484,Chevrolet_1,Gasoline_1,No_1,Chevrolet_Gasoline,No_Unknown
Mercedes-Benz,E-Class E 350,2014,78500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900,0,10,50k-100k,Mercedes-Benz_E-Class E 350,9.792555991828847,158099000,Mercedes-Benz_2014,Mercedes-Benz_78500,Gasoline_78500,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
BMW,M3 Base,2012,7982,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,No,Unknown,51900,1,12,<50k,BMW_M3 Base,10.85707406915398,16059784,BMW_2012,BMW_7982,Gasoline_7982,BMW_1,Gasoline_1,No_1,BMW_Gasoline,No_Unknown
Bentley,Continental GT V8,2022,1795,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Onyx Black,Beluga,None reported,Unknown,269991,1,2,<50k,Bentley_Continental GT V8,12.50614390409161,3629490,Bentley_2022,Bentley_1795,Gasoline_1795,Bentley_1,Gasoline_1,None reported_1,Bentley_Gasoline,None reported_Unknown
Volkswagen,Golf R Base,2022,1067,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Blue,None reported,Yes,48000,0,2,<50k,Volkswagen_Golf R Base,10.778956289890028,2157474,Volkswagen_2022,Volkswagen_1067,Gasoline_1067,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Ford,Explorer Limited,2017,152000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,15499,0,7,150k-200k,Ford_Explorer Limited,9.648530784697051,306584000,Ford_2017,Ford_152000,Gasoline_152000,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Honda,Odyssey LX,2011,185000,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,–,None reported,Yes,8900,0,13,150k-200k,Honda_Odyssey LX,9.093806555720231,372035000,Honda_2011,Honda_185000,Gasoline_185000,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Dodge,Ram 2500 SLT Mega Cab,2007,97724,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,Red,Gray,None reported,Yes,19998,0,17,50k-100k,Dodge_Ram 2500 SLT Mega Cab,9.903387547535795,196132068,Dodge_2007,Dodge_97724,Diesel_97724,Dodge_0,Diesel_0,None reported_0,Dodge_Diesel,None reported_Yes
Honda,Civic Sport,2020,22227,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Red,Black,No,Unknown,25980,1,4,<50k,Honda_Civic Sport,10.165082290224591,44898540,Honda_2020,Honda_22227,Gasoline_22227,Honda_1,Gasoline_1,No_1,Honda_Gasoline,No_Unknown
Honda,Civic LX,2016,111000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,13000,0,8,100k-150k,Honda_Civic LX,9.472704636443673,223776000,Honda_2016,Honda_111000,Gasoline_111000,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Ford,F-250 XLT,2019,32268,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,46500,0,5,<50k,Ford_F-250 XLT,10.747207591575448,65149092,Ford_2019,Ford_32268,E85 Flex Fuel_32268,Ford_0,E85 Flex Fuel_0,None reported_0,Ford_E85 Flex Fuel,None reported_Yes
Nissan,Pathfinder SV,2019,122009,Gasoline,3.5 Liter,Automatic,Gray,Black,None reported,Unknown,18998,1,5,100k-150k,Nissan_Pathfinder SV,9.852088989450127,246336171,Nissan_2019,Nissan_122009,Gasoline_122009,Nissan_1,Gasoline_1,None reported_1,Nissan_Gasoline,None reported_Unknown
Land,Rover Range Rover HSE SWB,2020,57785,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,63995,0,4,50k-100k,Land_Rover Range Rover HSE SWB,11.066560234289891,116725700,Land_2020,Land_57785,Hybrid_57785,Land_0,Hybrid_0,None reported_0,Land_Hybrid,None reported_Yes
BMW,M3 Base,2002,204884,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21500,0,22,>200k,BMW_M3 Base,9.975808214115753,410177768,BMW_2002,BMW_204884,Gasoline_204884,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Hummer,H2 Base,2003,179400,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,15000,0,21,150k-200k,Hummer_H2 Base,9.615805480084347,359338200,Hummer_2003,Hummer_179400,Gasoline_179400,Hummer_0,Gasoline_0,At least 1 accident or damage reported_0,Hummer_Gasoline,At least 1 accident or damage reported_Yes
Mazda,RX-8 R3,2009,57000,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,14000,0,15,50k-100k,Mazda_RX-8 R3,9.546812608597396,114513000,Mazda_2009,Mazda_57000,Gasoline_57000,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
Lexus,LX 570 Three-Row,2021,25997,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000,0,3,<50k,Lexus_LX 570 Three-Row,11.37366339763672,52539937,Lexus_2021,Lexus_25997,Gasoline_25997,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
Chevrolet,Suburban Z71,2022,36555,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,64288,0,2,<50k,Chevrolet_Suburban Z71,11.071128267614661,73914210,Chevrolet_2022,Chevrolet_36555,Gasoline_36555,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Mercedes-Benz,S-Class S 580 4MATIC,2023,989,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,122950,0,1,<50k,Mercedes-Benz_S-Class S 580 4MATIC,11.719533047644338,2000747,Mercedes-Benz_2023,Mercedes-Benz_989,Gasoline_989,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Chevrolet,Corvette Base,2007,28514,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Gray,None reported,Yes,32000,0,17,<50k,Chevrolet_Corvette Base,10.373491181781864,57227598,Chevrolet_2007,Chevrolet_28514,Gasoline_28514,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Ford,Mustang GT Premium,2019,10400,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,40000,0,5,<50k,Ford_Mustang GT Premium,10.596634733096073,20997600,Ford_2019,Ford_10400,Gasoline_10400,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Chevrolet,Equinox Premier w/2LZ,2020,51133,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Unknown,25800,1,4,50k-100k,Chevrolet_Equinox Premier w/2LZ,10.158129770909708,103288660,Chevrolet_2020,Chevrolet_51133,Gasoline_51133,Chevrolet_1,Gasoline_1,At least 1 accident or damage reported_1,Chevrolet_Gasoline,At least 1 accident or damage reported_Unknown
Chevrolet,Camaro Z28,1999,58800,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000,0,25,50k-100k,Chevrolet_Camaro Z28,9.615805480084347,117541200,Chevrolet_1999,Chevrolet_58800,Gasoline_58800,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Land,Rover Discovery HSE,2018,85000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,33000,0,6,50k-100k,Land_Rover Discovery HSE,10.404262840448617,171530000,Land_2018,Land_85000,Gasoline_85000,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
Jeep,Wrangler SE,2000,95200,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,11999,0,24,50k-100k,Jeep_Wrangler SE,9.392578591964389,190400000,Jeep_2000,Jeep_95200,Gasoline_95200,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Toyota,Highlander XLE,2015,68575,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26000,0,9,50k-100k,Toyota_Highlander XLE,10.165851817003619,138178625,Toyota_2015,Toyota_68575,Gasoline_68575,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,45000,0,13,<50k,Chevrolet_Corvette Grand Sport,10.714417768752456,24735300,Chevrolet_2011,Chevrolet_12300,Gasoline_12300,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Corvette Stingray,2018,13900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,54490,0,6,<50k,Chevrolet_Corvette Stingray,10.905772477577145,28050200,Chevrolet_2018,Chevrolet_13900,Gasoline_13900,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
